kaupverd;teg_eign;byggar;birtm2;matssvaedi
22300;Íbúðareign;1993;92.1;620
22845;Íbúðareign;1989;114;2050
30500;Íbúðareign;1985;113.9;283
8500;Íbúðareign;1924;69;6020
24500;Íbúðareign;1967;101.9;200
38500;Einbýlishús;1994;163.8;130
32000;Íbúðareign;1949;121.9;80
31000;Íbúðareign;1990;88.2;200
34800;Íbúðareign;1953;96.6;72
19546;Íbúðareign;1968;69.8;200
42500;Íbúðareign;1945;124.7;90
38000;Íbúðareign;2014;118.7;181
62500;Raðhús;1970;187.9;280
22900;Íbúðareign;1937;50.3;20
27500;Íbúðareign;1964;88.2;283
23200;Íbúðareign;1948;85.3;100
33700;Raðhús;1972;178.9;161
33861;Íbúðareign;2007;119.7;351
12500;Íbúðareign;1969;40;300
47000;Raðhús;1992;135.8;330
36000;Íbúðareign;1997;124;340
67000;Einbýlishús;2009;200;340
10900;Íbúðareign;1983;68.4;2050
17800;Íbúðareign;2008;76.5;2040
20500;Íbúðareign;1960;61.8;100
33400;Íbúðareign;2004;113.6;180
34000;Íbúðareign;1968;96.3;280
22500;Íbúðareign;2003;71.8;180
21700;Íbúðareign;1970;88.2;600
26800;Íbúðareign;2007;90.3;640
58000;Einbýlishús;1980;301.9;600
39300;Raðhús;1977;211;170
42000;Raðhús;1980;221.2;150
17000;Íbúðareign;1960;47.6;100
31500;Íbúðareign;1964;104.2;11
40000;Íbúðareign;2000;139.9;140
20800;Íbúðareign;1947;62.7;660
40000;Íbúðareign;2004;119.4;510
50900;Íbúðareign;2014;135;300
52000;Íbúðareign;2014;140.2;351
24000;Íbúðareign;1960;82.6;320
28000;Íbúðareign;1998;95.1;330
20890;Íbúðareign;1977;77.7;320
48000;Íbúðareign;1965;181.5;80
30400;Íbúðareign;2014;79.8;320
33400;Íbúðareign;1995;137;340
36200;Íbúðareign;1998;125.8;340
7600;Íbúðareign;1923;50.2;6020
48000;Einbýlishús;1976;276.8;6030
31500;Einbýlishús;1979;192.3;2050
11010;Íbúðareign;1976;66.8;2050
20000;Íbúðareign;2006;120.6;2040
35950;Íbúðareign;1961;128.1;100
57500;Raðhús;1971;215.7;280
47000;Íbúðareign;1961;132.4;70
100000;Einbýlishús;1965;215.5;72
24000;Íbúðareign;1944;74.8;25
33500;Íbúðareign;1960;124.5;100
41000;Raðhús;2008;202.7;630
21600;Íbúðareign;1936;62.5;20
30500;Íbúðareign;1931;98;11
24600;Íbúðareign;1972;77.2;72
42000;Einbýlishús;1964;140.1;500
18700;Íbúðareign;1924;51.7;600
27300;Íbúðareign;2014;94.5;640
25000;Íbúðareign;1958;86.5;100
24900;Íbúðareign;2014;75.3;181
32000;Íbúðareign;2013;97.8;270
24180;Íbúðareign;1988;69;72
17600;Íbúðareign;1967;58.4;200
28500;Íbúðareign;1997;111;130
53200;Einbýlishús;1992;181.6;130
28000;Íbúðareign;1993;88.1;130
23000;Íbúðareign;1942;80.6;90
24500;Íbúðareign;1944;73.6;90
38500;Raðhús;1980;176.8;150
24800;Íbúðareign;2004;88.2;840
38000;Íbúðareign;2000;102.7;90
36000;Íbúðareign;1989;169;120
23000;Íbúðareign;1994;83.7;6080
21400;Íbúðareign;2001;87.5;6080
17500;Einbýlishús;1984;116.5;2040
32000;Íbúðareign;2008;103.3;600
23200;Íbúðareign;1960;63.3;100
19300;Íbúðareign;1977;83.7;150
15500;Íbúðareign;1973;68.2;161
30300;Íbúðareign;1961;94.2;100
24500;Íbúðareign;2004;85.4;180
45000;Íbúðareign;2004;118.1;510
31591;Íbúðareign;1964;104.3;91
51900;Íbúðareign;2014;135;300
53900;Íbúðareign;2014;135.8;300
42900;Íbúðareign;2014;109.6;300
25000;Íbúðareign;1943;66.5;20
40900;Íbúðareign;2014;108.8;340
52700;Einbýlishús;1999;163.3;340
37900;Íbúðareign;2014;104;340
32000;Íbúðareign;1997;108.3;330
28600;Íbúðareign;1972;92.7;320
36600;Íbúðareign;2006;124.8;351
14600;Íbúðareign;1989;88.3;6040
12200;Íbúðareign;1966;57.2;6040
26000;Íbúðareign;1991;129.6;620
18000;Íbúðareign;1960;160.8;2050
44000;Einbýlishús;2004;220;630
31450;Íbúðareign;2014;91.4;500
15000;Íbúðareign;1929;35.1;20
66300;Raðhús;1968;229.4;280
59800;Íbúðareign;2008;150.1;510
46500;Einbýlishús;1977;182.9;800
39900;Íbúðareign;2008;151.3;810
42800;Raðhús;1976;171.5;600
29500;Íbúðareign;1991;120.5;650
23900;Íbúðareign;1990;68.6;500
30800;Íbúðareign;1938;81.7;25
32500;Íbúðareign;1998;108.4;90
31500;Íbúðareign;1946;83.9;72
34500;Íbúðareign;1984;101;72
27000;Íbúðareign;1992;114.5;130
23650;Íbúðareign;1978;61.7;72
24000;Íbúðareign;1961;83;80
32200;Íbúðareign;1957;83.1;20
33700;Raðhús;1958;105.7;284
22200;Íbúðareign;1977;101.4;150
19100;Íbúðareign;1962;51.3;91
21800;Íbúðareign;1981;78.1;320
27000;Íbúðareign;1979;104.2;150
33000;Íbúðareign;1937;80.7;25
26500;Raðhús;2005;135.4;2040
62000;Íbúðareign;1945;157.1;70
17900;Íbúðareign;1948;61.6;100
28000;Íbúðareign;1943;71.6;20
26500;Íbúðareign;1938;70.4;20
37000;Íbúðareign;1947;117.7;80
24000;Íbúðareign;1967;99.7;200
23100;Íbúðareign;1929;50.3;20
23900;Íbúðareign;1949;52.7;20
27000;Íbúðareign;2006;76.2;511
14900;Íbúðareign;1965;54.8;600
31500;Íbúðareign;1984;139;500
22500;Íbúðareign;1979;72.7;320
28000;Íbúðareign;2004;110.8;180
44000;Íbúðareign;2006;106.7;20
28900;Íbúðareign;2015;73.5;400
27235;Íbúðareign;1987;115.1;210
34700;Íbúðareign;1936;93.8;25
32800;Íbúðareign;1956;88.8;25
22800;Íbúðareign;1947;69.9;100
44500;Íbúðareign;2008;123.2;510
31900;Íbúðareign;2008;118.6;810
39500;Raðhús;1970;177.1;170
57600;Raðhús;1973;189.3;280
47800;Raðhús;2001;187.8;840
20000;Íbúðareign;1961;97.4;6030
10304;Íbúðareign;1979;62.4;2050
22249;Íbúðareign;1954;139.7;2050
33700;Íbúðareign;2013;110.8;340
21000;Íbúðareign;1963;71;91
29500;Íbúðareign;1999;100.8;340
18600;Íbúðareign;1972;85;160
32900;Íbúðareign;1951;95.4;284
27000;Íbúðareign;1961;83.7;283
22500;Íbúðareign;1977;95.5;150
15900;Íbúðareign;1986;48;220
24500;Íbúðareign;2001;87.4;640
35000;Íbúðareign;2009;140.5;630
22200;Íbúðareign;1988;79.5;120
29000;Einbýlishús;1967;162.1;2050
53000;Íbúðareign;2014;141.8;320
31900;Íbúðareign;2015;81.5;400
18600;Íbúðareign;1934;52.1;75
25500;Íbúðareign;1996;86.6;130
29500;Íbúðareign;1957;101.3;100
28000;Íbúðareign;1956;70.1;70
26000;Íbúðareign;1982;78.8;400
42700;Raðhús;2001;148.7;180
32500;Íbúðareign;1964;102.3;91
30400;Íbúðareign;1968;130.5;200
20000;Íbúðareign;1979;72.5;160
32900;Íbúðareign;1949;134.4;100
18200;Íbúðareign;1927;32.8;20
33500;Einbýlishús;1968;132.5;170
33700;Parhús;1972;155.5;160
57900;Íbúðareign;2015;129.3;400
30200;Íbúðareign;1964;128.5;91
44900;Einbýlishús;1967;193.9;6040
24900;Íbúðareign;1991;117.6;2050
17500;Íbúðareign;2004;71.6;630
17700;Íbúðareign;1966;58.3;600
37500;Einbýlishús;1931;143.7;600
49500;Einbýlishús;1987;186.5;650
41000;Raðhús;1992;130.6;840
25500;Íbúðareign;2014;80.5;181
34700;Íbúðareign;1944;95.8;25
18750;Íbúðareign;1947;60.7;600
26500;Íbúðareign;1994;100.9;650
18300;Íbúðareign;1970;71;600
21400;Íbúðareign;2004;76.2;700
56300;Raðhús;1969;200.7;280
30500;Íbúðareign;1960;95.5;100
21900;Íbúðareign;1984;82.8;220
17150;Íbúðareign;1950;55.3;100
31000;Íbúðareign;1995;125.8;130
29000;Íbúðareign;1989;93.3;600
23500;Íbúðareign;1961;75.8;91
20000;Íbúðareign;1980;51.9;100
38349;Raðhús;2013;125.5;6010
35300;Raðhús;1973;160.7;161
22000;Íbúðareign;1984;72.4;220
32200;Íbúðareign;2002;128.5;180
23700;Íbúðareign;1986;69.9;90
76000;Einbýlishús;1982;224.7;72
63000;Íbúðareign;1992;184.3;20
29500;Íbúðareign;1951;95.4;284
31000;Íbúðareign;1953;147.2;90
26000;Íbúðareign;1969;75.8;70
47000;Einbýlishús;1970;194.4;200
16500;Íbúðareign;1974;79.1;161
25000;Íbúðareign;1995;79.4;130
20700;Íbúðareign;2008;90;2040
45000;Einbýlishús;1986;216.7;500
46000;Raðhús;2009;217.6;630
20500;Íbúðareign;2014;69.9;630
67000;Parhús;2005;269.5;351
32500;Íbúðareign;1998;103;340
46400;Íbúðareign;2013;139.9;300
58500;Parhús;2000;195.2;340
27000;Íbúðareign;1960;91.5;300
47400;Einbýlishús;1963;249;300
21900;Íbúðareign;1958;62;100
42800;Parhús;1961;158.3;281
32000;Íbúðareign;2006;138.4;630
29000;Íbúðareign;1986;123.8;120
33000;Íbúðareign;1960;109.9;100
17500;Íbúðareign;1990;61.2;130
17700;Íbúðareign;1967;49.4;72
33400;Íbúðareign;1979;177;150
71000;Einbýlishús;1967;225.1;560
18900;Íbúðareign;1978;56.8;320
24900;Íbúðareign;1965;88.3;100
30500;Íbúðareign;1984;93;85
21800;Íbúðareign;1988;81.1;680
33500;Íbúðareign;2007;138.9;351
27500;Íbúðareign;2007;103.5;351
24000;Íbúðareign;1996;85.2;650
14250;Íbúðareign;1960;75;2040
43200;Raðhús;1981;136.3;500
31750;Íbúðareign;1958;106.5;100
53400;Íbúðareign;2014;98.2;20
24300;Íbúðareign;1977;90.6;320
40900;Íbúðareign;2014;103.5;20
48000;Einbýlishús;1978;197;600
33000;Íbúðareign;1997;106.2;130
52500;Einbýlishús;1967;191;560
35400;Íbúðareign;2014;101.9;500
34750;Íbúðareign;2007;104.7;511
39800;Einbýlishús;1993;165.2;2050
29400;Raðhús;1984;140.3;2050
48200;Parhús;2000;198.1;840
29500;Íbúðareign;1955;82.8;90
44900;Íbúðareign;2015;110.1;400
20700;Íbúðareign;1986;66;120
59990;Íbúðareign;2014;149.6;400
25900;Íbúðareign;1931;71.1;11
37500;Raðhús;1976;160.3;161
31700;Íbúðareign;1978;92.8;72
23800;Íbúðareign;1951;62.6;284
39250;Íbúðareign;1958;152.2;100
73500;Einbýlishús;1979;309.6;150
34500;Íbúðareign;1960;112.2;100
36000;Íbúðareign;1960;111.8;100
21000;Íbúðareign;1973;108.3;600
44000;Íbúðareign;2004;117.7;510
34000;Íbúðareign;2006;148.6;351
14500;Íbúðareign;1971;56.7;161
19500;Íbúðareign;1978;84;320
32900;Íbúðareign;2008;97.8;350
22500;Íbúðareign;1963;74.3;300
19800;Íbúðareign;1983;66;220
40200;Íbúðareign;1957;135.4;90
24700;Íbúðareign;1957;77.7;80
12600;Íbúðareign;1979;68.6;6040
16500;Íbúðareign;1902;181.4;6020
37500;Einbýlishús;1962;185.6;6030
42500;Raðhús;2008;146.7;270
49500;Einbýlishús;1997;170;840
45500;Parhús;1997;192.8;220
33900;Íbúðareign;2003;110.8;180
13900;Íbúðareign;1974;82.9;6030
21900;Íbúðareign;1974;79.3;160
25000;Einbýlishús;1977;177.1;2040
42500;Einbýlishús;1951;133.2;100
39000;Íbúðareign;1958;119.8;100
65739;Íbúðareign;2014;128.8;20
28200;Einbýlishús;1960;197.5;6040
17500;Íbúðareign;1995;104;2050
26500;Íbúðareign;1959;83;80
10700;Íbúðareign;1979;69.3;6040
20450;Íbúðareign;1981;62.2;320
15500;Íbúðareign;1937;37.1;25
25000;Íbúðareign;1996;86;130
25600;Íbúðareign;1965;103.7;91
25000;Íbúðareign;2014;108.4;6010
18200;Íbúðareign;1982;47.5;320
23000;Íbúðareign;1971;83.2;320
19500;Íbúðareign;1984;57.9;284
26700;Íbúðareign;1991;69.6;280
27000;Íbúðareign;2005;66.7;20
27500;Íbúðareign;1946;79.1;80
32500;Íbúðareign;1958;135;100
34900;Íbúðareign;2006;104.1;511
31000;Íbúðareign;2008;104.4;600
28000;Íbúðareign;2002;103.9;660
95000;Íbúðareign;2014;179.2;320
45500;Íbúðareign;2014;138;351
42000;Íbúðareign;1962;151.6;100
39000;Raðhús;1973;226;161
23500;Íbúðareign;1942;98.9;90
27200;Íbúðareign;1977;131.8;150
23350;Íbúðareign;1939;66.6;20
24000;Íbúðareign;1948;64.1;100
25700;Íbúðareign;1979;72.8;72
54000;Íbúðareign;1974;224.5;280
53650;Íbúðareign;1961;193.4;100
32000;Raðhús;2000;176.4;290
23800;Raðhús;1988;104.8;6030
11400;Íbúðareign;1983;51.1;6040
26000;Íbúðareign;1976;109.6;150
33000;Raðhús;2005;156;2040
37500;Einbýlishús;1959;233;2050
43500;Raðhús;2014;170;630
40300;Íbúðareign;2014;103.3;500
26500;Íbúðareign;2004;97.2;840
22000;Íbúðareign;1951;78.2;80
25900;Íbúðareign;2002;82.4;130
29000;Íbúðareign;1996;98;130
44900;Raðhús;2000;164.9;840
34200;Íbúðareign;1933;94;31
16500;Íbúðareign;1968;71.9;170
28700;Íbúðareign;1958;93.3;100
34500;Íbúðareign;1965;130;72
22300;Íbúðareign;1944;67.6;100
25000;Íbúðareign;1958;55.3;20
25500;Íbúðareign;1967;123;200
26000;Íbúðareign;1982;86;72
35500;Einbýlishús;1973;193.3;6030
23630;Íbúðareign;2014;69.5;680
44000;Raðhús;1980;194.5;150
24000;Íbúðareign;2002;84.6;110
21400;Íbúðareign;2003;84.5;180
29100;Íbúðareign;1965;150.7;600
36125;Einbýlishús;1930;158.1;660
36400;Íbúðareign;2014;95.1;320
50000;Parhús;1998;183.2;340
40000;Íbúðareign;2000;209.7;340
38750;Íbúðareign;2005;127.9;350
37000;Íbúðareign;1969;95.2;280
35500;Íbúðareign;1929;93.6;25
54000;Einbýlishús;1927;188.3;75
35000;Íbúðareign;2002;123.4;340
74000;Einbýlishús;1924;242.2;31
22200;Íbúðareign;1960;72.9;281
66000;Einbýlishús;1985;242.6;120
33000;Íbúðareign;2006;130.1;180
13600;Einbýlishús;1956;137.8;2050
27500;Íbúðareign;1971;101.6;320
37300;Íbúðareign;2001;127.2;340
27900;Íbúðareign;2007;100.6;351
32200;Íbúðareign;2007;115.5;351
80000;Parhús;1927;196.3;25
25900;Íbúðareign;1963;99.4;91
23500;Íbúðareign;1947;88.8;100
22500;Íbúðareign;1958;75.9;90
45900;Raðhús;1972;212.7;600
21000;Íbúðareign;1981;57.6;72
48500;Raðhús;1976;190.8;320
24500;Íbúðareign;1974;73.8;320
28600;Íbúðareign;2006;88.5;350
26500;Íbúðareign;1995;93.4;130
35500;Íbúðareign;2008;114.6;600
21900;Íbúðareign;1932;52;25
17300;Einbýlishús;1942;180.6;2040
33000;Íbúðareign;1998;80;650
19800;Íbúðareign;1944;54.1;20
29100;Íbúðareign;2007;89;130
27900;Íbúðareign;1986;124.3;120
19200;Íbúðareign;1943;65.7;90
26000;Íbúðareign;1996;97;130
25050;Íbúðareign;1987;97;120
25000;Íbúðareign;1946;89.9;70
51000;Íbúðareign;1980;218.9;100
45900;Einbýlishús;2013;211.8;810
20000;Íbúðareign;1971;78.6;600
16100;Íbúðareign;1973;64.4;160
23700;Íbúðareign;1968;104.3;170
24500;Íbúðareign;1989;89.3;6030
23750;Íbúðareign;1960;117.5;6040
27944;Íbúðareign;2006;110;6010
37200;Einbýlishús;2007;144;6020
12000;Íbúðareign;1988;84.2;2050
18000;Íbúðareign;1992;151.5;2040
48000;Raðhús;1993;159.1;500
42000;Parhús;2003;192.7;640
34700;Íbúðareign;2000;120.4;640
38000;Íbúðareign;1958;190.3;600
22000;Íbúðareign;1955;100.3;600
26200;Íbúðareign;2011;79.3;351
29000;Íbúðareign;2003;94.1;340
28200;Íbúðareign;1993;97.5;330
59800;Raðhús;2003;205;340
23700;Íbúðareign;2000;66.4;330
19900;Íbúðareign;1969;65.6;320
35900;Íbúðareign;2014;114.3;351
29600;Íbúðareign;1993;138.9;130
46000;Raðhús;1965;170;91
26000;Íbúðareign;1964;87.6;91
23000;Íbúðareign;1948;75.2;80
21500;Íbúðareign;1925;57.9;20
43900;Einbýlishús;1969;198.1;810
60000;Einbýlishús;1965;201.9;560
22900;Íbúðareign;1949;72;500
36000;Íbúðareign;1943;158.7;90
25803;Íbúðareign;2007;80.8;270
23500;Íbúðareign;1944;89.5;90
31500;Íbúðareign;1963;139.6;90
23500;Íbúðareign;1948;66.4;90
19550;Raðhús;1980;89.2;6040
24000;Íbúðareign;1964;167.4;6030
34000;Íbúðareign;2002;151.3;130
25000;Íbúðareign;1983;76.7;220
19300;Íbúðareign;1959;61.4;100
45000;Íbúðareign;2004;133.8;510
19000;Íbúðareign;1967;54.8;100
42900;Raðhús;1989;169.9;650
65000;Íbúðareign;2008;152.6;510
40900;Raðhús;2013;143;6010
10300;Íbúðareign;1973;63.9;6030
36500;Parhús;1996;144.9;700
39000;Íbúðareign;2000;155.5;650
27200;Íbúðareign;1936;87.1;25
34900;Íbúðareign;1958;113.3;90
31300;Íbúðareign;2008;117.6;810
28500;Íbúðareign;1997;96.6;130
26000;Íbúðareign;1928;65.4;20
25000;Íbúðareign;1968;61.8;280
36500;Íbúðareign;1959;101.9;100
18000;Íbúðareign;1947;71.3;100
15400;Íbúðareign;1944;58.9;90
23900;Íbúðareign;1961;84.9;100
36100;Íbúðareign;1959;105.5;80
19000;Íbúðareign;1967;59.6;200
22000;Íbúðareign;1967;94.8;100
27500;Íbúðareign;1981;85.4;72
28000;Íbúðareign;1948;91.7;80
49000;Parhús;2000;189.7;840
18800;Íbúðareign;2001;62.7;110
18900;Íbúðareign;1989;60.8;120
39300;Íbúðareign;2000;108.7;90
37200;Íbúðareign;1956;142.8;90
21100;Íbúðareign;1993;68.1;650
30900;Íbúðareign;2008;102.7;600
20500;Íbúðareign;1951;81.3;600
42500;Íbúðareign;1995;139.7;330
18700;Íbúðareign;1925;46.8;20
24500;Íbúðareign;1959;85.7;90
26900;Íbúðareign;1971;74.5;280
58000;Íbúðareign;1927;189.6;20
35400;Íbúðareign;1998;153.1;130
18800;Íbúðareign;1968;65.9;320
15000;Íbúðareign;1960;121.3;2040
38200;Íbúðareign;1948;155.2;80
13000;Íbúðareign;1994;69.2;2040
29800;Íbúðareign;1995;92.1;500
35800;Íbúðareign;2002;158.3;640
45000;Íbúðareign;1993;179.7;320
32800;Íbúðareign;1993;93.6;150
9800;Íbúðareign;1906;47.6;6020
17200;Íbúðareign;1982;83.8;6040
26500;Íbúðareign;1938;78.3;90
23350;Íbúðareign;1987;64.5;100
68500;Einbýlishús;1978;304.9;150
23550;Raðhús;2005;88.9;6010
15707;Íbúðareign;1971;59.8;161
21396;Íbúðareign;1974;116.1;160
38500;Einbýlishús;1983;200.9;6040
33000;Raðhús;1990;144.7;6040
27300;Íbúðareign;2014;93.7;640
53000;Einbýlishús;1981;231.9;220
42000;Íbúðareign;1959;174.8;100
24000;Íbúðareign;1948;80.1;90
49900;Íbúðareign;2015;131;400
17900;Íbúðareign;1965;58.2;91
24500;Íbúðareign;2000;84.3;110
35000;Íbúðareign;2006;139.5;180
39500;Íbúðareign;1958;123.6;100
17138;Íbúðareign;1965;124.5;2050
36500;Íbúðareign;2008;117.1;600
63400;Raðhús;1982;196.2;72
46300;Raðhús;1998;172.5;220
33500;Íbúðareign;1985;129.6;220
32400;Íbúðareign;1994;142.3;130
20500;Íbúðareign;1960;58.8;72
22500;Íbúðareign;1902;63.1;31
83500;Einbýlishús;1989;306.4;500
18900;Íbúðareign;1988;72;600
21500;Íbúðareign;1942;72.7;100
16500;Íbúðareign;1995;88.3;2050
24500;Íbúðareign;1951;74.6;100
24000;Íbúðareign;1955;56;70
44000;Parhús;1991;160.8;130
23400;Íbúðareign;1992;85.6;130
53000;Einbýlishús;1986;209.7;120
24500;Íbúðareign;2006;99.4;6010
32500;Íbúðareign;1956;91.8;72
39000;Raðhús;2013;139.6;6010
55000;Íbúðareign;1947;167.3;70
24900;Íbúðareign;1954;81.5;90
17500;Íbúðareign;1978;55.9;160
39000;Íbúðareign;2003;149.6;180
25000;Íbúðareign;1961;74;91
25000;Íbúðareign;2014;79.9;351
26500;Íbúðareign;2014;81.7;351
25000;Íbúðareign;1946;74.3;80
26900;Íbúðareign;1991;74.8;90
39000;Íbúðareign;1959;118.6;80
34500;Íbúðareign;1999;141.5;840
30500;Íbúðareign;2013;104.4;810
23900;Íbúðareign;1973;106;160
22000;Íbúðareign;1972;99.5;161
19000;Íbúðareign;1963;49.5;91
36000;Íbúðareign;1986;148.3;330
53500;Íbúðareign;1964;183;400
24000;Íbúðareign;1928;49.8;20
36000;Íbúðareign;2006;130;180
95000;Einbýlishús;1926;254.3;25
34500;Íbúðareign;1962;153.3;320
28000;Íbúðareign;1998;91.1;340
27000;Íbúðareign;1996;86;130
20600;Íbúðareign;1974;58.5;283
46500;Íbúðareign;2013;120.3;510
25000;Íbúðareign;1960;83.8;100
27500;Raðhús;1969;149.7;6030
16500;Íbúðareign;1967;68.6;200
57675;Íbúðareign;1985;156.8;85
16000;Íbúðareign;1973;59.8;161
24000;Íbúðareign;1994;88.7;130
18100;Íbúðareign;1937;48.5;90
6200;Íbúðareign;1984;46.3;2050
19500;Íbúðareign;1945;66.5;100
32400;Íbúðareign;2005;93.1;110
14700;Íbúðareign;1962;45.1;91
31900;Íbúðareign;1987;98.5;120
52300;Íbúðareign;1964;200.2;90
23100;Íbúðareign;1968;94.5;170
25307;Íbúðareign;1973;116.8;281
33193;Íbúðareign;1973;171.7;281
51000;Einbýlishús;1995;193;130
32700;Íbúðareign;1997;131.9;130
21500;Íbúðareign;1958;70.9;100
19269;Íbúðareign;2007;96.1;2040
17800;Íbúðareign;1956;87.4;2050
22500;Íbúðareign;1969;161.7;2050
20200;Íbúðareign;2007;129.5;2040
39900;Íbúðareign;1947;130.2;80
24000;Íbúðareign;1952;132.4;6020
33000;Einbýlishús;1978;280;6040
11000;Íbúðareign;1946;53.2;6020
24600;Íbúðareign;1958;94.9;600
17600;Íbúðareign;1963;65.8;300
55300;Einbýlishús;1987;192.9;500
29500;Íbúðareign;2008;107.7;351
30375;Íbúðareign;2014;67.9;20
33300;Íbúðareign;2004;122.6;180
16400;Íbúðareign;1977;58.7;100
25400;Íbúðareign;1935;55.5;25
20500;Íbúðareign;1973;75.1;320
22100;Íbúðareign;1961;76.6;320
34700;Íbúðareign;1999;109.3;340
36500;Íbúðareign;1935;121.7;20
55060;Einbýlishús;1985;200.7;120
59900;Íbúðareign;2014;153;300
26500;Íbúðareign;2008;61.8;300
18100;Íbúðareign;1980;54.3;320
50000;Einbýlishús;1970;188.3;170
23500;Íbúðareign;1943;50.9;20
20000;Íbúðareign;1973;83.8;161
23300;Íbúðareign;1959;74.7;100
64900;Raðhús;1991;216.6;400
50400;Raðhús;1979;252.4;200
15400;Íbúðareign;1971;56.7;161
22700;Íbúðareign;1994;63;130
21200;Íbúðareign;1997;67;130
34900;Íbúðareign;2000;148.3;130
54000;Raðhús;1999;194.8;140
43300;Einbýlishús;1964;187.3;800
23500;Íbúðareign;1969;86.3;600
54500;Parhús;1990;250;650
23500;Íbúðareign;1968;89.3;300
24500;Íbúðareign;1970;105.8;320
37000;Einbýlishús;1976;271.3;6040
31000;Íbúðareign;1957;109.7;100
30300;Íbúðareign;2014;94;640
33000;Íbúðareign;1996;110.9;330
69000;Einbýlishús;1934;217.7;11
17500;Íbúðareign;1975;66.6;150
21300;Íbúðareign;1994;83.8;130
26000;Íbúðareign;1992;67.1;20
26500;Íbúðareign;1966;88.9;281
32000;Íbúðareign;1996;108.2;130
23900;Íbúðareign;1981;58.8;72
22150;Íbúðareign;1933;57.9;20
27000;Íbúðareign;1991;109.5;620
45300;Einbýlishús;1977;171.3;700
33000;Íbúðareign;2007;102.7;600
25600;Íbúðareign;1993;95.1;620
33600;Íbúðareign;2004;133.9;630
29300;Íbúðareign;2010;98.3;181
31000;Íbúðareign;1961;125.2;283
26500;Íbúðareign;1958;86.8;100
22500;Íbúðareign;1984;62.7;72
41000;Einbýlishús;1974;188.2;700
28500;Íbúðareign;1986;107.7;220
20700;Íbúðareign;1983;52;72
39500;Raðhús;1989;148.2;650
23400;Íbúðareign;1986;81.8;120
25000;Íbúðareign;1934;87.4;20
31000;Íbúðareign;1983;149.5;281
25000;Íbúðareign;1989;63.4;90
21600;Íbúðareign;1970;110.1;6030
17800;Íbúðareign;2008;66.6;6010
21000;Íbúðareign;1969;109;6040
12000;Íbúðareign;1926;86.6;6020
14488;Íbúðareign;1960;55.7;6030
12300;Íbúðareign;1947;49.2;6020
14200;Íbúðareign;1983;90.7;2050
14000;Íbúðareign;2007;76.5;2040
17800;Íbúðareign;1977;176.3;2040
42500;Íbúðareign;2007;119.9;90
29400;Íbúðareign;2007;111.8;351
36400;Íbúðareign;2007;136.1;350
53800;Parhús;1988;234.4;330
22500;Íbúðareign;1978;93;320
39500;Íbúðareign;1930;100.1;25
19200;Íbúðareign;1971;80.7;161
35500;Íbúðareign;2000;116;520
26700;Íbúðareign;1994;83.8;130
26500;Íbúðareign;1948;84.3;90
29500;Einbýlishús;2001;182.7;290
57000;Einbýlishús;1906;138.3;11
42900;Íbúðareign;2008;148;810
28300;Raðhús;1980;86.6;800
42500;Einbýlishús;1976;187;800
13500;Íbúðareign;1936;40.5;20
53000;Einbýlishús;2005;222.7;630
32600;Íbúðareign;2003;122.9;700
30841;Íbúðareign;1990;106.2;600
32600;Raðhús;1959;106.9;284
26500;Íbúðareign;2005;70.6;110
26200;Íbúðareign;2002;85.6;640
26000;Íbúðareign;2002;98.1;640
22000;Íbúðareign;1958;79.3;100
32500;Íbúðareign;2003;120.5;180
29500;Íbúðareign;2005;105;130
17000;Íbúðareign;1966;116.2;6040
10300;Íbúðareign;1974;52.2;6030
14514;Íbúðareign;1966;63.3;6030
20400;Íbúðareign;1971;114.7;6030
28500;Íbúðareign;2001;97.5;640
37000;Íbúðareign;1947;136.5;80
35500;Íbúðareign;2005;122.3;180
29500;Íbúðareign;1997;96.6;130
32900;Íbúðareign;2008;121.9;351
50800;Parhús;2004;183.2;600
25300;Íbúðareign;2007;97.4;6010
25000;Íbúðareign;2008;99.4;6010
17250;Íbúðareign;2008;75.2;2040
28500;Íbúðareign;2003;93.2;180
30000;Íbúðareign;1957;152.4;300
69000;Einbýlishús;1981;208.8;400
16200;Íbúðareign;1967;51.2;200
43500;Íbúðareign;2006;119.8;510
35900;Íbúðareign;1973;144.3;600
27700;Íbúðareign;2005;99;350
37000;Íbúðareign;2008;152.1;350
31400;Íbúðareign;2014;79.7;320
53500;Raðhús;2005;213;350
56500;Parhús;1995;240.8;330
37000;Íbúðareign;2003;120.9;340
39200;Raðhús;1954;168.6;320
54500;Íbúðareign;2014;166;351
22000;Íbúðareign;1999;78.8;6020
49900;Einbýlishús;1976;234;2050
35500;Íbúðareign;1955;221.8;2050
62496;Íbúðareign;2014;130.2;20
26850;Íbúðareign;1996;87.5;130
40000;Einbýlishús;1968;204;6030
21800;Íbúðareign;2003;87.8;6080
21200;Raðhús;1969;80.6;6030
24750;Íbúðareign;1956;119;680
21750;Íbúðareign;2005;74.7;600
25900;Íbúðareign;1980;79.3;320
18600;Íbúðareign;1973;62.4;160
48000;Einbýlishús;1983;226.1;680
24500;Íbúðareign;1971;102.6;600
61500;Íbúðareign;2011;153.7;320
38500;Raðhús;1978;175.6;150
20900;Íbúðareign;2001;91.7;290
34000;Íbúðareign;1956;135.7;80
28900;Íbúðareign;1962;83.7;80
18900;Íbúðareign;1959;54.7;80
